,race,social_class,income,president,sex,urban
3918,White,Middle class,69999.0,0.0,Male,Suburb
3919,White,Middle class,124999.0,0.0,Female,Small town
3920,White,Middle class,174999.0,1.0,Female,Suburb
3921,White,Working class,59999.0,0.0,Female,City
3922,White,Working class,34999.0,0.0,Male,City
3923,White,Middle class,79999.0,1.0,Female,City
3924,White,Working class,99999.0,0.0,Female,Suburb
3925,Black,Lower class,19999.0,1.0,Female,Rural area
3926,White,Middle class,109999.0,0.0,Female,City
3927,White,Working class,109999.0,0.0,Male,Suburb
3928,Black,Middle class,14999.0,1.0,Female,Rural area
3929,Asian,Working class,39999.0,1.0,Male,City
3930,White,Working class,300000.0,0.0,Male,Suburb
3931,Hispanic,Working class,74999.0,0.0,Male,Suburb
3932,White,Middle class,69999.0,0.0,Male,City
3933,Native American,Working class,14999.0,1.0,Female,City
3934,White,Middle class,39999.0,0.0,Female,Suburb
3935,White,Working class,14999.0,0.0,Male,Small town
3936,White,Middle class,174999.0,0.0,Male,Small town
3937,White,Upper class,59999.0,0.0,Female,City
3938,White,Working class,34999.0,0.0,Male,Small town
3939,White,Middle class,69999.0,0.0,Male,Suburb
3940,Black,Working class,29999.0,1.0,Female,Suburb
3941,White,Upper class,174999.0,0.0,Male,Suburb
3942,Hispanic,Working class,9999.0,1.0,Male,Rural area
3943,White,Working class,14999.0,0.0,Female,Suburb
3944,White,Middle class,109999.0,0.0,Female,City
3945,White,Working class,64999.0,1.0,Female,Small town
3946,White,Middle class,59999.0,0.0,Female,Small town
3947,White,Working class,9999.0,1.0,Male,Small town
3948,White,Middle class,109999.0,1.0,Male,Suburb
3949,White,Working class,64999.0,0.0,Female,City
3950,White,Working class,59999.0,0.0,Male,Suburb
3951,White,Working class,19999.0,0.0,Female,Small town
3952,White,Middle class,49999.0,1.0,Female,Small town
3953,White,Middle class,174999.0,1.0,Female,Rural area
3954,White,Middle class,74999.0,0.0,Male,Small town
3955,White,Working class,79999.0,0.0,Male,Rural area
3956,White,Middle class,149999.0,1.0,Male,Small town
3957,White,Middle class,49999.0,0.0,Male,Small town
3958,White,Working class,19999.0,0.0,Female,Small town
3959,White,Middle class,59999.0,0.0,Female,Rural area
3960,White,Middle class,89999.0,0.0,Male,Suburb
3961,White,Working class,149999.0,1.0,Female,Suburb
3962,White,Upper class,300000.0,0.0,Male,Suburb
3963,Asian,Middle class,300000.0,1.0,Female,Suburb
3964,White,Working class,34999.0,0.0,Male,City
3965,White,Working class,9999.0,1.0,Male,Suburb
3966,White,Middle class,300000.0,1.0,Female,Suburb
3967,White,Working class,19999.0,1.0,Female,City
3968,Hispanic,Middle class,89999.0,1.0,Male,City
3969,White,Middle class,249999.0,0.0,Female,Suburb
3970,White,Middle class,89999.0,1.0,Male,Suburb
3971,White,Middle class,124999.0,0.0,Male,Suburb
3972,White,Working class,24999.0,0.0,Female,Rural area
3973,White,Middle class,174999.0,1.0,Male,City
3974,White,Working class,89999.0,0.0,Male,Small town
3975,Black,Middle class,99999.0,1.0,Female,City
3976,White,Working class,124999.0,1.0,Male,City
3977,Black,Middle class,79999.0,1.0,Female,Small town
3978,White,Middle class,109999.0,1.0,Female,Rural area
3979,White,Working class,89999.0,0.0,Male,Rural area
3980,White,Middle class,44999.0,0.0,Female,Suburb
3981,Asian,Middle class,109999.0,1.0,Male,City
3982,White,Working class,89999.0,0.0,Female,Suburb
3983,White,Middle class,109999.0,0.0,Female,Suburb
3984,Black,Upper class,24999.0,1.0,Male,City
3985,White,Middle class,174999.0,1.0,Female,Suburb
3986,White,Middle class,89999.0,1.0,Female,Small town
3987,Hispanic,Middle class,99999.0,1.0,Female,City
3988,White,Middle class,69999.0,1.0,Male,Small town
3989,White,Working class,64999.0,1.0,Female,Suburb
3990,White,Middle class,44999.0,1.0,Female,City
3991,White,Upper class,249999.0,1.0,Male,Suburb
3992,White,Middle class,109999.0,0.0,Female,Suburb
3993,White,Middle class,174999.0,1.0,Female,City
3994,Asian,Middle class,109999.0,1.0,Female,Suburb
3995,White,Working class,49999.0,1.0,Female,Suburb
3996,Hispanic,Working class,59999.0,0.0,Male,Rural area
3997,White,Middle class,124999.0,1.0,Male,City
3998,Hispanic,Middle class,249999.0,0.0,Female,City
3999,White,Working class,124999.0,0.0,Male,Suburb
4000,White,Working class,44999.0,0.0,Female,Small town
4001,White,Middle class,99999.0,1.0,Female,Suburb
4002,White,Middle class,59999.0,1.0,Male,Small town
4003,White,Working class,44999.0,0.0,Male,Suburb
4004,Native American,Working class,124999.0,0.0,Male,Suburb
4005,White,Middle class,109999.0,0.0,Female,Suburb
4006,Black,Middle class,99999.0,1.0,Female,City
4007,White,Working class,9999.0,0.0,Female,Small town
4008,White,Middle class,300000.0,1.0,Male,Suburb
4009,White,Working class,49999.0,1.0,Female,Rural area
4010,Hispanic,Middle class,9999.0,1.0,Male,City
4011,Hispanic,Middle class,300000.0,1.0,Male,Suburb
4012,White,Middle class,249999.0,0.0,Male,Suburb
4013,White,Lower class,24999.0,0.0,Female,Rural area
4014,White,Middle class,64999.0,0.0,Male,Suburb
4015,Hispanic,Middle class,34999.0,1.0,Female,City
4016,White,Middle class,300000.0,0.0,Male,Rural area
4017,White,Middle class,109999.0,0.0,Male,Suburb
4018,White,Middle class,249999.0,0.0,Female,City
4019,Hispanic,Working class,69999.0,0.0,Male,City
4020,White,Upper class,9999.0,0.0,Female,City
4021,Black,Working class,174999.0,1.0,Female,City
4022,Multiple,Lower class,9999.0,1.0,Female,Small town
4023,White,Working class,124999.0,0.0,Female,City
4024,White,Lower class,24999.0,1.0,Male,Small town
4025,White,Middle class,249999.0,0.0,Female,Small town
4026,White,Middle class,9999.0,1.0,Female,Suburb
4027,Black,Middle class,44999.0,1.0,Female,Small town
4028,White,Working class,44999.0,1.0,Female,Small town
4029,White,Middle class,74999.0,1.0,Male,Suburb
4030,White,Middle class,59999.0,0.0,Male,Small town
4031,White,Working class,109999.0,1.0,Male,Small town
4032,White,Working class,34999.0,0.0,Male,Small town
4033,White,Working class,64999.0,1.0,Female,City
4034,White,Middle class,109999.0,1.0,Female,Suburb
4035,White,Working class,19999.0,1.0,Female,Small town
4036,White,Working class,124999.0,0.0,Female,Suburb
4037,White,Middle class,59999.0,0.0,Female,Small town
4038,White,Middle class,89999.0,1.0,Male,Suburb
4039,Black,Middle class,44999.0,1.0,Female,Small town
4040,White,Working class,9999.0,0.0,Female,Suburb
4041,White,Middle class,59999.0,1.0,Female,Suburb
4042,White,Middle class,249999.0,1.0,Male,Suburb
4043,White,Middle class,300000.0,1.0,Female,Suburb
4044,White,Middle class,124999.0,1.0,Male,Small town
4045,White,Middle class,69999.0,1.0,Male,City
4046,White,Middle class,9999.0,0.0,Female,Small town
4047,White,Middle class,174999.0,0.0,Female,Small town
4048,White,Working class,39999.0,0.0,Female,Small town
4049,White,Upper class,300000.0,1.0,Female,City
4050,White,Middle class,300000.0,0.0,Female,Suburb
4051,White,Middle class,174999.0,1.0,Male,City
4052,Asian,Middle class,74999.0,1.0,Male,City
4053,White,Middle class,44999.0,0.0,Male,Small town
4054,White,Middle class,300000.0,0.0,Female,Rural area
4055,Multiple,Working class,9999.0,0.0,Male,City
4056,White,Middle class,74999.0,1.0,Female,City
4057,White,Middle class,49999.0,1.0,Male,Suburb
4058,White,Middle class,29999.0,0.0,Male,Small town
4059,Black,Lower class,300000.0,1.0,Female,City
4060,White,Working class,14999.0,0.0,Female,Rural area
4061,White,Middle class,174999.0,1.0,Female,Suburb
4062,White,Middle class,99999.0,1.0,Male,City
4063,White,Middle class,109999.0,0.0,Female,Small town
4064,Hispanic,Lower class,9999.0,1.0,Female,Small town
4065,White,Middle class,19999.0,1.0,Female,City
4066,White,Lower class,19999.0,1.0,Female,City
4067,White,Middle class,149999.0,0.0,Female,Suburb
4068,White,Middle class,59999.0,0.0,Male,Rural area
4069,White,Working class,9999.0,0.0,Female,Rural area
4070,White,Middle class,24999.0,0.0,Female,Rural area
4071,White,Middle class,64999.0,1.0,Male,Rural area
4072,White,Middle class,300000.0,1.0,Female,Small town
4073,White,Lower class,19999.0,0.0,Female,Rural area
4074,Black,Working class,39999.0,1.0,Female,City
4075,White,Lower class,29999.0,0.0,Male,Suburb
4076,White,Middle class,39999.0,1.0,Female,Small town
4077,Asian,Upper class,300000.0,1.0,Female,City
4078,Hispanic,Middle class,300000.0,0.0,Female,City
4079,White,Upper class,249999.0,1.0,Male,City
4080,White,Middle class,124999.0,0.0,Female,Suburb
4081,Hispanic,Working class,24999.0,1.0,Female,City
4082,White,Middle class,24999.0,1.0,Female,Rural area
4083,White,Working class,29999.0,1.0,Female,Rural area
4084,Hispanic,Middle class,300000.0,1.0,Female,Suburb
4085,Hispanic,Working class,89999.0,0.0,Male,Small town
4086,White,Middle class,79999.0,1.0,Female,Small town
4087,White,Middle class,44999.0,0.0,Male,Suburb
4088,Asian,Middle class,109999.0,1.0,Female,City
4089,White,Middle class,109999.0,0.0,Female,Rural area
4090,White,Middle class,99999.0,0.0,Male,Rural area
4091,White,Working class,44999.0,1.0,Male,Suburb
4092,White,Working class,124999.0,0.0,Male,Rural area
4093,Hispanic,Middle class,124999.0,1.0,Male,City
4094,Black,Middle class,9999.0,1.0,Male,City
4095,White,Middle class,9999.0,0.0,Female,Suburb
4096,White,Middle class,49999.0,0.0,Female,City
4097,White,Working class,9999.0,1.0,Female,Small town
4098,White,Working class,124999.0,0.0,Male,Small town
4099,White,Working class,89999.0,0.0,Male,City
4100,White,Upper class,249999.0,1.0,Male,City
4101,White,Working class,109999.0,1.0,Female,Rural area
4102,White,Middle class,69999.0,1.0,Male,City
4103,White,Middle class,174999.0,1.0,Female,City
4104,White,Middle class,44999.0,0.0,Male,Rural area
4105,Asian,Working class,109999.0,0.0,Male,City
4106,White,Middle class,109999.0,0.0,Male,Suburb
4107,White,Middle class,64999.0,1.0,Male,City
4108,White,Upper class,89999.0,1.0,Female,City
4109,White,Upper class,109999.0,1.0,Male,Suburb
4110,Black,Middle class,14999.0,1.0,Male,City
4111,White,Middle class,9999.0,1.0,Male,Small town
4112,White,Middle class,74999.0,1.0,Female,Small town
4113,White,Working class,74999.0,0.0,Female,Rural area
4114,White,Upper class,9999.0,0.0,Male,City
4115,White,Middle class,99999.0,1.0,Female,Suburb
4116,Native American,Middle class,34999.0,1.0,Male,City
4117,Native American,Working class,9999.0,1.0,Female,Suburb
4118,White,Middle class,109999.0,1.0,Female,Suburb
4119,White,Upper class,300000.0,1.0,Male,City
4120,White,Working class,74999.0,1.0,Male,Rural area
4121,White,Middle class,124999.0,0.0,Male,Suburb
4122,Black,Middle class,69999.0,1.0,Female,Suburb
4123,Native American,Working class,124999.0,0.0,Male,Rural area
4124,Native American,Working class,64999.0,1.0,Male,Small town
4125,Asian,Middle class,64999.0,1.0,Female,Suburb
4126,White,Middle class,9999.0,0.0,Female,Rural area
4127,Native American,Middle class,109999.0,0.0,Female,Suburb
4128,White,Middle class,174999.0,1.0,Female,Small town
4129,Black,Working class,44999.0,1.0,Female,Suburb
4130,White,Upper class,249999.0,1.0,Female,City
4131,White,Upper class,249999.0,1.0,Female,Suburb
4132,White,Working class,149999.0,1.0,Male,Suburb
4133,White,Middle class,24999.0,0.0,Female,Suburb
4134,White,Upper class,300000.0,1.0,Male,City
4135,Hispanic,Working class,39999.0,1.0,Female,City
4136,White,Working class,300000.0,0.0,Female,Small town
4137,Hispanic,Working class,34999.0,0.0,Male,City
4138,Hispanic,Working class,9999.0,1.0,Female,City
4139,Black,Working class,59999.0,1.0,Male,Small town
4140,White,Middle class,124999.0,1.0,Male,Rural area
4141,White,Lower class,19999.0,1.0,Female,Rural area
4142,White,Working class,124999.0,1.0,Female,Rural area
4143,White,Middle class,9999.0,0.0,Male,Suburb
4144,White,Working class,69999.0,1.0,Female,Rural area
4145,White,Middle class,14999.0,0.0,Female,Small town
4146,White,Working class,69999.0,1.0,Female,Suburb
4147,White,Middle class,74999.0,0.0,Female,Rural area
4148,White,Middle class,124999.0,0.0,Female,Suburb
4149,White,Middle class,34999.0,0.0,Female,Suburb
4150,White,Working class,124999.0,0.0,Female,Small town
4151,White,Middle class,74999.0,1.0,Female,City
4152,White,Middle class,124999.0,1.0,Male,Suburb
4153,Asian,Middle class,174999.0,1.0,Male,Suburb
4154,Black,Middle class,9999.0,1.0,Male,Suburb
4155,White,Working class,34999.0,1.0,Female,City
4156,Black,Working class,19999.0,1.0,Male,City
4157,White,Middle class,249999.0,1.0,Male,Suburb
4158,White,Middle class,74999.0,0.0,Male,City
4159,White,Working class,59999.0,1.0,Male,City
4160,Multiple,Middle class,89999.0,1.0,Male,City
4161,White,Working class,44999.0,0.0,Male,City
4162,White,Middle class,64999.0,1.0,Female,City
4163,White,Middle class,149999.0,0.0,Female,Small town
4164,White,Lower class,14999.0,1.0,Male,Small town
4165,Hispanic,Middle class,89999.0,0.0,Male,Suburb
4166,White,Middle class,89999.0,1.0,Female,City
4167,White,Working class,69999.0,1.0,Female,Small town
4168,White,Middle class,109999.0,0.0,Male,Suburb
4169,Hispanic,Working class,69999.0,1.0,Female,Suburb
4170,White,Middle class,149999.0,0.0,Female,Small town
4171,White,Middle class,64999.0,1.0,Male,Small town
4172,White,Lower class,9999.0,0.0,Male,Small town
4173,Multiple,Working class,9999.0,0.0,Male,City
4174,White,Middle class,49999.0,0.0,Male,City
4175,Black,Lower class,14999.0,1.0,Female,City
4176,White,Working class,34999.0,0.0,Male,Small town
4177,White,Middle class,249999.0,1.0,Female,Suburb
4178,White,Middle class,249999.0,1.0,Female,Suburb
4179,White,Lower class,24999.0,0.0,Female,Small town
4180,Hispanic,Lower class,9999.0,1.0,Male,City
4181,White,Middle class,59999.0,1.0,Female,City
4182,White,Middle class,69999.0,0.0,Male,Small town
4183,Multiple,Working class,74999.0,0.0,Female,Rural area
4184,White,Lower class,24999.0,1.0,Female,Rural area
4185,White,Working class,64999.0,0.0,Male,Small town
4186,White,Middle class,174999.0,1.0,Female,Small town
4187,Asian,Middle class,34999.0,0.0,Male,City
4188,White,Middle class,109999.0,1.0,Female,Suburb
4189,White,Upper class,174999.0,0.0,Male,City
4190,White,Working class,124999.0,0.0,Female,Rural area
4191,White,Middle class,29999.0,1.0,Female,Small town
4192,Black,Middle class,9999.0,1.0,Female,City
4193,White,Middle class,174999.0,0.0,Male,City
4194,White,Upper class,300000.0,1.0,Male,Rural area
4195,White,Working class,24999.0,0.0,Male,Small town
4196,Black,Middle class,9999.0,1.0,Female,Suburb
4197,White,Middle class,89999.0,1.0,Male,City
4198,White,Middle class,124999.0,1.0,Female,Rural area
4199,White,Middle class,64999.0,1.0,Male,City
4200,White,Working class,109999.0,0.0,Male,City
4201,White,Middle class,124999.0,1.0,Male,Suburb
4202,White,Middle class,149999.0,0.0,Male,City
4203,White,Middle class,99999.0,0.0,Female,Suburb
4204,White,Lower class,9999.0,1.0,Female,Small town
4205,White,Middle class,69999.0,0.0,Female,City
4206,White,Middle class,74999.0,1.0,Female,Small town
4207,White,Working class,109999.0,1.0,Female,Small town
4208,White,Middle class,59999.0,1.0,Male,City
4209,White,Working class,59999.0,0.0,Female,Small town
4210,White,Middle class,44999.0,1.0,Male,Suburb
4211,White,Middle class,29999.0,0.0,Female,Suburb
4212,White,Middle class,59999.0,0.0,Male,Small town
4213,White,Middle class,59999.0,0.0,Female,Small town
4214,White,Middle class,59999.0,0.0,Female,Small town
4215,White,Middle class,99999.0,0.0,Male,Small town
4216,White,Working class,29999.0,0.0,Female,Rural area
4217,White,Middle class,174999.0,0.0,Male,Suburb
4218,Asian,Upper class,300000.0,1.0,Male,Suburb
4219,White,Working class,109999.0,0.0,Female,Suburb
4220,White,Middle class,149999.0,0.0,Male,Rural area
4221,White,Upper class,300000.0,1.0,Male,Suburb
4222,White,Working class,149999.0,1.0,Male,City
4223,White,Middle class,109999.0,0.0,Male,Small town
4224,White,Middle class,300000.0,1.0,Male,Suburb
4225,Hispanic,Middle class,99999.0,1.0,Male,City
4226,White,Working class,174999.0,1.0,Male,Suburb
4227,White,Working class,99999.0,1.0,Male,Small town
4228,White,Lower class,59999.0,0.0,Male,Rural area
4229,White,Middle class,174999.0,1.0,Male,Small town
4230,Multiple,Working class,69999.0,0.0,Male,City
4231,White,Working class,59999.0,0.0,Male,Small town
4232,White,Upper class,300000.0,0.0,Male,Suburb
4233,White,Middle class,24999.0,0.0,Female,Small town
4234,White,Upper class,249999.0,0.0,Female,City
4235,White,Middle class,79999.0,1.0,Male,City
4236,White,Working class,174999.0,0.0,Female,Small town
4237,Black,Working class,9999.0,1.0,Female,City
4238,Black,Middle class,89999.0,1.0,Female,Suburb
4239,Asian,Middle class,174999.0,1.0,Female,City
4240,White,Lower class,69999.0,1.0,Male,Small town
4241,White,Upper class,300000.0,1.0,Male,Suburb
4242,White,Middle class,59999.0,1.0,Female,Suburb
4243,White,Middle class,149999.0,0.0,Female,City
4244,White,Middle class,109999.0,0.0,Female,City
4245,White,Middle class,124999.0,1.0,Female,Suburb
4246,Hispanic,Working class,59999.0,1.0,Female,City
4247,Hispanic,Working class,59999.0,1.0,Female,Suburb
4248,White,Upper class,300000.0,1.0,Female,Small town
4249,Black,Working class,59999.0,1.0,Female,City
4250,White,Upper class,124999.0,0.0,Female,Suburb
4251,White,Middle class,44999.0,0.0,Male,Small town
4252,White,Middle class,74999.0,1.0,Male,Suburb
4253,White,Upper class,19999.0,1.0,Male,City
4254,White,Middle class,9999.0,0.0,Male,Suburb
4255,White,Middle class,300000.0,0.0,Male,Rural area
4256,Asian,Working class,89999.0,1.0,Female,Suburb
4257,White,Working class,34999.0,0.0,Female,City
4258,Native American,Working class,89999.0,1.0,Male,Small town
4259,White,Upper class,79999.0,1.0,Female,Suburb
4260,White,Lower class,9999.0,1.0,Female,City
4261,White,Working class,9999.0,1.0,Male,City
4262,White,Working class,9999.0,1.0,Female,City
4263,Asian,Middle class,109999.0,0.0,Female,Suburb
4264,White,Middle class,109999.0,0.0,Female,Rural area
